Codigo,TipoProducto,PaisOrigen,Linea,Toma,Observacion,Descripcion,Activo
59645,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,NO
59646,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,NO
59647,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,NO
59648,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,NO
59649,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,NO
59650,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,NO
59651,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,NO
59654,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,NO
59659,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,NO
59114c,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/E ,,,NO
59086i,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/E ,,,SI
59124i,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/E ,,,NO
59057i,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/E ,,,SI
59108i,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/E ,,,NO
59118c,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/E ,,,NO
59661,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/T ,,,NO
59662,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,T/O ,,,NO
59663,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,T/O ,,,NO
59666,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,NO
59664,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,NO
59665,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,NO
59667,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,SI
83783,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,SI
95204,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,Est.,,,SI
95205,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,Est.,,,SI
83818,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,SI
83848,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,SI
95207,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,Est.,,,SI
83849,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,O/O ,,,SI
95208,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,Est.,,,SI
84754MI,Amortiguadores                     ,Argentina                     ,Max Reforzado            ,E/O ,,,SI
97509,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,E/E ,,,NO
98041,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,O/O ,,,NO
97521,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,O/O ,,,NO
98037,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,E/E ,,,NO
98516,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,E/E ,,,SI
98517,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,E/E ,,,SI
98028,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,O/O ,,,NO
84735,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,O/O ,,,SI
94901,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,O/O ,,,SI
94902,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,E/O ,,,SI
60540,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0007,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0040,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,E/O ,,,SI
CB0024,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,E/E ,,,SI
98531,Amortiguadores                     ,Argentina                     ,Monroe Magnum  - Otros   ,E/E ,,,SI
SD0007,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0163,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,,,,SI
CB0097,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,,,,SI
CB0138,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,E/O ,,,SI
CB0153,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0152,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0150,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0088,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0149,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
CB0219,Amortiguadores                     ,Belgium Catalog               ,Monroe Magnum  - Otros   ,O/O ,,,SI
72618,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72041,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,SI
60527,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60502,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60506,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60518,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60560,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72022,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72023,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72024,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72028,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72043,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72055,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72624,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72640,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72643,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72084,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72085,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72611,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72064,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60522,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60523,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
60524,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60525,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,SI
60526,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72637,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72646,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72066,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72068,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72065,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72647,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,NO
72045,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72650,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,NO
72067,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,SI
72071,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,SI
72089,Amortiguadores                     ,Catalogo Brasil               ,Monroe Magnum - Mediano  ,O/E ,,,SI
72072,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60536,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60530,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60529,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72073,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72074,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72648,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,NO
72091,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60538,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
94148,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
98053,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,NO
72077,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
94162,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72078,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72079,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72080,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72081,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72083,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72047,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72063,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72059,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72042,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/E ,,,SI
72060,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72082,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
60541,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72088,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72087,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
72090,Amortiguadores                     ,Catalogo Brasil               ,Monroe Magnum - Mediano  ,O/O ,,,NO
72092,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,E/O ,,,SI
72093,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Mediano  ,O/O ,,,SI
54502,Amortiguadores                     ,Catalogo Brasil               ,Monroe Magnum - Mediano  ,O/O ,,,NO
98047,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98515,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
98013,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98004,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98020,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,NO
82281,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,NO
98520,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98001,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98012,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98014,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98017,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
98018,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
98019,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,NO
98021,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98024,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98025,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98026,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98027,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,NO
98029,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98030,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98031,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98032,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98033,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98036,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
98038,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,NO
98039,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98501,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98502,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98503,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98505,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98506,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,NO
98507,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,NO
98508,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,NO
98514,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98519,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/E ,,,NO
98005,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98006,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98007,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98015,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98065,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
98064,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98066,Amortiguadores                     ,Catalogo Brasil               ,Monroe Magnum - Pesado   ,O/O ,,,NO
98048,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98523,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98050,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98522,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98011,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98524,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98052,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,NO
98054,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98049,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98526,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,NO
98527,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98055,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
98056,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98057,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98058,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
98051,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98061,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98062,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98529,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98063,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98518,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98528,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98046,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98067,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98564,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98554,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98530,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98525,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,NO
98068,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,NO
98541,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
98567,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650001,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650004,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650005,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650006,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650007,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650012,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650444,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650461,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650418,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
650475,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650027,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
650447,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650459,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650483,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650449,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650037,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650039,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650041,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650046,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650047,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650049,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650053,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650054,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650055,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650058,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
650065,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
650067,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650069,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650076,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650301,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650302,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650305,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650314,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650315,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/O ,,,SI
650318,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650320,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650322,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,E/E ,,,SI
650323,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650324,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650325,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650328,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
650364,Amortiguadores                     ,Argentina                     ,Monroe Magnum - Pesado   ,O/O ,,,SI
RS6413,Amortiguadores                     ,U.S.A.                        ,Otros                    ,,,,NO
RS6414,Amortiguadores                     ,U.S.A.                        ,Otros                    ,,,,NO
RS6423,Amortiguadores                     ,U.S.A.                        ,Otros                    ,,,,NO
RS6488,Amortiguadores                     ,U.S.A.                        ,Otros                    ,,,,NO
RS6503,Amortiguadores                     ,U.S.A.                        ,Otros                    ,,,,NO
84742G,Amortiguadores                     ,Argentina                     ,Otros                    ,E/E ,,,NO
RS5761,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5265,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/M ,,,SI
RS5010,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5019,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5113,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5114,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5115,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5116,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5117,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5118,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5120,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5123,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5124,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,T/O ,,,NO
RS5125,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5126,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5128,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/T ,,,NO
RS5129,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,T/O ,,,SI
RS5139,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5145,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5148,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5156,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/T ,,,SI
RS5157,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/E ,,,SI
RS5159,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/E ,,,SI
RS5160,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/E ,,,NO
RS5167,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5168,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5179,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5180,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5181,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,T/O ,,,SI
RS5182,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/E ,,,NO
RS5185,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,T/O ,,,SI
RS5186,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5187,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5194,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5195,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5197,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5198,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5214,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5215,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5223,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5401,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5402,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/E ,,,SI
RS5403,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/E ,,,NO
RS5404,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5407,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5601,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5602,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/T ,,,SI
RS5605,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,NO
RS5606,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
RS5112,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,NO
RS5229,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/T ,,,NO
RS5262,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5762,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/O ,,,SI
